,Customer_id,Product_id,Date,Gender,Template,Countries,Purchase,Marital,Age
3605,25823,22111,8,F,2,Germany,no,divorced,54
3606,36710,84032B,12,F,2,United Kingdom,no,married,60
3607,28399,84031B,5,F,2,Spain,no,married,34
3608,35587,84031A,3,F,2,Netherlands,yes,single,26
3609,33700,21430,12,F,1,France,no,married,39
3610,2422,21429,10,F,2,Netherlands,no,single,29
3611,15929,21313,8,F,1,Germany,no,married,38
3612,38416,21108,12,F,1,United Kingdom,no,married,35
3613,22476,47599B,12,F,2,Spain,no,married,32
3614,13790,47566B,9,F,1,France,no,married,47
3615,8798,22499,9,F,2,Italy,no,single,50
3616,18513,22090,11,M,2,Netherlands,no,married,24
3617,40150,22071,1,F,1,Spain,no,married,53
3618,26425,22070,8,F,2,Spain,no,married,34
3619,4488,21216,6,M,2,France,no,married,57
3620,2133,22637,11,F,1,Germany,no,single,26
3621,29121,20983,10,F,2,Spain,no,married,52
3622,31621,20975,11,F,2,United Kingdom,no,married,40
3623,37533,20750,8,F,1,Netherlands,no,married,28
3624,6357,21041,4,M,1,Spain,no,single,30
3625,23464,21537,2,F,1,Spain,no,single,37
3626,11287,21533,5,M,1,Spain,no,divorced,45
3627,8371,21527,8,F,1,United Kingdom,no,single,26
3628,17828,21538,5,F,2,France,yes,married,40
3629,15778,85216,11,M,2,France,no,divorced,44
3630,30175,84992,1,F,2,Germany,no,married,56
3631,18668,84991,7,F,2,Spain,no,divorced,57
3632,4254,22352,10,F,2,Italy,no,married,33
3633,769,84509A,9,F,2,Netherlands,no,divorced,35
3634,29108,84510A,4,F,1,Spain,no,married,52
3635,30209,22131,7,M,2,Netherlands,no,single,48
3636,17408,21163,12,F,2,Germany,no,single,44
3637,28497,21158,8,M,1,Spain,no,married,52
3638,13850,21161,3,F,1,Spain,no,married,48
3639,9388,21159,6,M,1,Netherlands,no,married,43
3640,19543,84970L,7,M,2,Spain,no,married,39
3641,28914,72741,8,F,1,United Kingdom,no,married,46
3642,17502,22502,11,M,2,France,no,married,50
3643,15828,22469,6,M,1,Spain,no,married,37
3644,12966,22212,12,F,1,United Kingdom,no,married,29
3645,30962,84406B,6,F,2,Italy,no,married,40
3646,39571,22188,8,F,1,Germany,no,married,31
3647,6084,84971S,11,F,2,United Kingdom,no,married,36
3648,39635,21390,12,M,2,Belgium,no,single,25
3649,36470,84836,11,F,1,Germany,no,single,33
3650,14688,22297,8,F,2,Spain,no,married,32
3651,13850,22335,6,F,1,United Kingdom,no,divorced,52
3652,21759,22285,4,F,2,Spain,no,single,52
3653,37174,22284,7,F,1,Belgium,no,married,30
3654,4617,21383,9,F,2,France,no,single,28
3655,38900,21381,11,F,2,Netherlands,no,married,42
3656,4293,21380,5,F,2,Netherlands,no,married,41
3657,21037,47590B,5,F,2,France,no,married,35
3658,24574,47590A,7,F,1,Germany,no,married,59
3659,6313,22210,10,F,2,Netherlands,no,married,34
3660,9554,22209,11,F,1,Spain,no,married,42
3661,34908,22208,12,F,2,Spain,yes,divorced,49
3662,6168,22318,1,F,1,United Kingdom,no,married,39
3663,13847,20974,2,F,1,Spain,no,married,24
3664,22501,20982,1,F,1,Netherlands,no,married,53
3665,9037,22632,11,F,1,Germany,no,single,29
3666,5330,21872,10,M,2,United Kingdom,no,single,26
3667,8790,48111,9,F,1,Belgium,no,divorced,53
3668,9615,21888,8,F,2,Portugal,no,married,35
3669,12340,22867,9,F,1,Netherlands,no,married,32
3670,21670,22866,11,F,1,Spain,no,married,37
3671,29469,22865,6,F,1,France,no,married,36
3672,14735,22112,9,F,1,France,no,married,32
3673,26100,84029G,6,M,1,France,no,married,33
3674,32093,22637,1,F,2,Netherlands,no,married,27
3675,1177,22090,5,F,2,Germany,no,married,28
3676,16465,21042,6,F,2,Italy,no,married,41
3677,2257,22961,1,F,1,United Kingdom,yes,single,26
3678,32147,22365,2,F,2,Germany,no,married,40
3679,12198,48138,6,M,2,Spain,no,married,56
3680,13897,22822,8,F,1,United Kingdom,no,married,33
3681,11756,21914,1,F,2,Germany,no,divorced,58
3682,9692,22661,2,F,2,Germany,no,married,36
3683,27075,22560,11,F,2,United Kingdom,no,married,49
3684,18543,22411,5,F,2,Spain,no,divorced,59
3685,7340,22633,10,M,1,Spain,yes,single,37
3686,40443,22632,6,F,1,Spain,no,single,29
3687,22778,22867,11,F,2,Spain,no,married,32
3688,4014,20754,2,F,1,France,no,married,53
3689,12020,85035A,6,F,1,Germany,no,married,48
3690,40826,22667,11,F,1,Spain,no,married,56
3691,1146,22761,12,F,1,Netherlands,no,single,37
3692,17510,22187,12,F,1,Germany,no,single,43
3693,12866,21463,3,F,2,Italy,yes,single,37
3694,16234,85136A,5,M,1,Italy,no,married,46
3695,8815,85099B,1,F,1,Germany,no,single,28
3696,30868,22385,12,F,2,Netherlands,no,married,44
3697,23912,21870,5,F,1,Spain,yes,single,38
3698,8366,20723,2,F,2,Germany,no,single,31
3699,12671,20967,4,F,2,United Kingdom,no,single,31
3700,28528,20969,6,M,2,United Kingdom,no,married,36
3701,25147,20970,5,F,1,Germany,no,single,51
3702,22836,85099B,11,F,2,Germany,no,married,29
3703,34040,22418,1,M,2,Italy,no,single,28
3704,28181,22374,12,M,1,Netherlands,no,married,49
3705,14616,22372,10,F,2,Germany,no,married,30
3706,19105,22375,10,M,1,Spain,no,married,36
3707,22613,22371,9,F,1,Germany,no,married,36
3708,29218,22634,1,F,2,Germany,no,married,57
3709,16438,22663,8,F,2,Spain,no,married,40
3710,29613,22662,1,F,2,United Kingdom,no,married,52
3711,15869,22650,7,F,1,Germany,no,single,29
3712,14920,22578,12,F,2,United Kingdom,no,married,45
3713,28042,22579,12,F,2,Netherlands,no,married,55
3714,29146,21479,12,F,2,United Kingdom,no,married,52
3715,10170,22112,6,F,2,Germany,no,married,24
3716,24991,22110,9,F,1,United Kingdom,no,divorced,44
3717,39075,84997B,11,F,1,Spain,no,divorced,46
3718,24774,84997A,2,F,1,Spain,no,single,25
3719,13414,84997C,5,F,2,Netherlands,no,single,33
3720,26475,84997D,12,M,2,Germany,no,single,29
3721,37870,22867,1,F,2,France,no,single,44
3722,30914,22633,12,F,1,Spain,no,married,41
3723,30430,22632,12,F,1,United Kingdom,no,married,50
3724,12016,22910,11,F,1,Spain,no,married,41
3725,37430,22737,12,F,2,France,no,single,48
3726,33669,22952,7,F,1,Netherlands,no,single,26
3727,25882,22601,1,F,1,Germany,no,married,48
3728,15125,22602,3,F,2,Netherlands,no,married,47
3729,36363,22579,4,M,1,Italy,no,married,36
3730,19775,22574,7,F,2,United Kingdom,no,divorced,54
3731,26884,22576,12,M,1,United Kingdom,no,single,26
3732,40240,22594,2,F,1,Spain,no,married,35
3733,15243,22595,12,M,2,United Kingdom,no,divorced,54
3734,25762,22423,6,F,1,Spain,yes,married,51
3735,32820,21217,12,F,2,Spain,no,single,28
3736,27052,22086,9,F,2,United Kingdom,no,married,52
3737,20742,22910,11,F,2,Belgium,no,married,31
3738,13438,84347,12,F,2,France,no,single,28
3739,777,21741,4,M,1,Netherlands,no,married,32
3740,21111,21738,12,F,2,Netherlands,yes,divorced,46
3741,40062,21739,9,F,1,Spain,no,married,38
3742,21145,79321,5,F,1,Netherlands,no,married,36
3743,31749,22469,11,F,1,Germany,no,married,31
3744,1218,85061W,7,F,1,United Kingdom,no,married,38
3745,6888,22855,5,F,2,United Kingdom,no,married,35
3746,7372,22465,6,M,1,Germany,no,married,39
3747,17014,22740,11,M,2,Portugal,no,divorced,31
3748,3047,21385,9,F,1,United Kingdom,no,married,39
3749,18261,22812,6,M,1,United Kingdom,no,married,36
3750,5057,20749,5,M,2,Netherlands,no,married,29
3751,8724,22729,11,F,1,Netherlands,no,married,37
3752,17300,21288,5,F,2,United Kingdom,no,married,28
3753,19187,21014,3,F,1,United Kingdom,no,married,41
3754,24421,21803,4,F,1,United Kingdom,no,married,38
3755,30990,21801,5,F,2,Italy,no,married,31
3756,15200,72816,8,F,2,United Kingdom,no,married,50
3757,10030,22909,7,F,1,Belgium,no,married,36
3758,17752,40016,9,F,1,Germany,no,married,40
3759,15851,22491,4,F,2,Spain,no,married,37
3760,38703,21791,8,F,2,Germany,no,single,28
3761,6247,21034,12,F,2,Germany,no,divorced,50
3762,22692,22650,8,F,1,Germany,no,married,38
3763,20653,22202,8,M,2,Italy,no,married,43
3764,3323,21064,6,F,1,Italy,no,married,37
3765,33441,21364,4,F,1,France,no,divorced,47
3766,27049,22964,5,F,2,Germany,no,married,52
3767,20973,22131,10,F,2,Germany,no,single,30
3768,22909,48173C,4,F,2,Germany,no,divorced,33
3769,19649,47591B,9,M,1,Spain,no,married,43
3770,11842,47591D,10,F,1,France,no,married,52
3771,15646,85038,11,F,1,Italy,no,married,44
3772,8361,22195,2,F,2,Germany,no,married,48
3773,3332,84341B,11,M,1,Germany,no,divorced,40
3774,2708,84509G,6,M,2,Spain,yes,single,35
3775,32498,22367,8,F,2,Germany,no,married,56
3776,11449,16235,6,F,1,Germany,no,married,53
3777,33988,84755,5,F,1,Netherlands,no,married,33
3778,8521,21161,7,F,1,Germany,no,married,54
3779,22646,20986,1,M,1,Italy,no,married,35
3780,12074,20832,10,F,1,France,no,single,33
3781,18844,22501,8,F,2,Germany,no,single,36
3782,40882,84846A,11,F,2,Netherlands,no,married,41
3783,39864,22442,4,F,2,Belgium,no,married,48
3784,21910,22759,9,M,1,United Kingdom,no,married,35
3785,9185,22168,8,F,2,United Kingdom,no,single,42
3786,13233,22797,7,F,2,France,no,married,35
3787,4038,22595,12,F,1,France,no,married,34
3788,26459,21563,10,F,1,Spain,no,single,29
3789,39849,22969,11,F,2,France,no,single,32
3790,1225,21769,5,F,1,Spain,no,married,31
3791,663,84406B,4,F,1,Germany,no,married,46
3792,29345,22294,6,F,2,Netherlands,no,single,25
3793,7711,22295,6,M,2,France,no,single,28
3794,2482,22906,12,F,2,United Kingdom,no,single,48
3795,27928,22988,12,M,2,Netherlands,no,married,42
3796,10473,84879,8,F,2,United Kingdom,no,divorced,32
3797,16481,22423,11,F,1,Spain,no,married,30
3798,9003,22633,6,F,1,Netherlands,no,single,32
3799,16562,22867,12,F,1,Netherlands,no,single,28
3800,12018,22866,9,F,2,France,no,married,28
3801,26154,21586,11,F,1,France,no,married,40
3802,33157,21584,5,F,2,Germany,no,married,46
3803,39008,21588,9,F,2,Netherlands,no,married,38
3804,9573,84029E,5,F,2,Spain,no,married,47
3805,24490,22752,11,F,1,France,no,married,37
3806,35021,22803,1,F,1,Portugal,no,married,55
3807,37152,21730,3,F,1,France,no,single,28
3808,19053,85123A,3,F,1,Netherlands,no,single,43
3809,3158,71053,4,F,2,Netherlands,no,married,56
3810,21879,84406B,6,M,2,Spain,no,single,33
3811,24760,37370,11,F,1,Spain,no,married,33
3812,7087,21871,6,M,1,France,no,divorced,35
3813,12276,21071,1,F,1,,no,divorced,41
3814,14040,21068,11,F,1,United Kingdom,no,divorced,59
3815,30397,82483,4,M,2,Italy,no,single,29
3816,21390,82486,11,F,2,United Kingdom,no,married,30
3817,11784,82482,12,F,2,Italy,no,single,39
3818,41003,82494L,7,F,1,Italy,no,married,51
3819,6208,22411,5,F,2,United Kingdom,no,married,34
3820,27764,84029G,7,F,1,Spain,no,single,31
3821,14452,22632,12,M,2,France,no,married,36
3822,9610,22633,9,F,2,Netherlands,no,married,46
3823,40980,85123A,5,M,1,France,no,married,31
3824,32010,71053,8,F,2,Spain,no,married,37
3825,9903,84406B,4,F,2,United Kingdom,no,single,30
3826,26086,37370,11,F,1,France,no,married,47
3827,32914,21871,8,F,1,Spain,no,married,41
3828,1166,21071,12,F,2,Germany,no,single,27
3829,38622,21068,11,F,2,Germany,no,divorced,27
3830,39798,82483,2,F,2,United Kingdom,no,divorced,39
3831,41174,82486,7,F,2,United Kingdom,no,married,32
3832,29958,82482,11,F,2,France,no,married,42
3833,6914,82494L,5,F,2,Spain,no,married,37
3834,35003,22411,7,M,1,Netherlands,no,married,41
3835,5532,84029G,8,M,1,Netherlands,no,married,51
3836,40743,84029E,1,F,2,United Kingdom,no,married,48
3837,33703,22752,11,F,1,Netherlands,no,married,36
3838,38485,22803,11,M,1,France,no,single,50
3839,6240,21730,2,F,1,United Kingdom,no,married,25
3840,13798,22632,12,F,2,Belgium,no,married,49
3841,40202,22633,2,F,1,Netherlands,no,single,44
3842,24190,21731,6,F,2,Germany,no,married,52
3843,21690,85135B,12,F,1,Italy,no,single,33
3844,6171,21913,8,M,2,Germany,no,divorced,48
3845,35129,22745,8,F,1,Netherlands,no,married,42
3846,13309,85227,11,M,2,Germany,no,married,35
3847,38331,21790,12,F,2,Spain,no,married,45
3848,27552,21743,2,F,2,France,no,married,28
3849,4097,20798,1,F,2,Spain,no,married,56
3850,37911,22457,2,F,2,Germany,no,married,60
3851,21211,22669,6,F,2,France,no,married,37
3852,40841,22320,10,F,2,Germany,no,married,38
3853,15710,21249,11,F,1,Italy,no,married,41
3854,36762,22493,3,,2,Netherlands,yes,divorced,57
3855,29922,22943,1,M,2,France,no,married,23
3856,31965,21561,11,F,1,Germany,no,married,33
3857,10593,22382,11,M,1,Germany,no,married,48
3858,23389,37495,12,M,2,United Kingdom,no,married,38
3859,19831,21218,12,F,1,France,no,married,32
3860,20892,21217,12,F,2,United Kingdom,no,married,31
3861,20826,22840,7,F,1,United Kingdom,no,divorced,43
3862,29145,85132A,11,F,1,Spain,no,married,44
3863,2231,85132B,11,F,1,France,no,married,44
3864,3894,85132C,12,F,1,France,no,married,33
3865,39179,22938,3,F,2,Portugal,no,married,36
3866,22207,22955,6,F,1,Germany,no,married,47
3867,39493,22626,10,F,2,Netherlands,no,married,30
3868,30044,21843,11,M,2,France,no,married,34
3869,36732,22215,5,F,2,Netherlands,no,single,28
3870,20624,22423,6,F,2,Spain,no,married,46
3871,34984,21238,12,F,1,Spain,no,married,32
3872,33199,20674,8,M,1,United Kingdom,no,married,36
3873,8260,20675,11,F,1,France,no,single,24
3874,21861,21239,9,F,1,Spain,no,married,35
3875,7716,21244,10,F,2,Netherlands,no,single,31
3876,2678,21245,5,F,2,France,no,divorced,51
3877,1669,84997A,12,F,2,France,no,married,33
3878,16279,84997D,12,F,2,United Kingdom,no,single,28
3879,34550,21679,12,M,1,France,no,married,43
3880,14707,21479,8,F,1,Spain,no,married,43
3881,6766,22423,1,F,2,Italy,no,married,33
3882,26830,21213,2,M,2,Spain,no,married,31
3883,36902,21207,8,F,1,Belgium,no,married,39
3884,22670,21987,4,F,2,Germany,no,married,52
3885,13225,21988,4,F,2,Netherlands,no,single,24
3886,4761,21989,1,F,1,Italy,no,single,30
3887,18354,22316,9,F,2,France,yes,married,28
3888,37120,22332,12,F,1,Netherlands,no,married,28
3889,26264,22437,2,F,2,Germany,no,single,41
3890,28689,22910,6,F,2,Italy,no,married,39
3891,23257,22086,2,F,1,Spain,no,married,37
3892,20202,85049A,2,F,2,France,no,married,51
3893,40373,21080,10,F,1,United Kingdom,no,married,50
3894,30326,21086,11,F,2,Netherlands,no,married,53
3895,32936,21094,10,F,2,Portugal,no,married,53
3896,724,21212,12,M,1,Netherlands,no,married,52
3897,29009,21206,1,F,2,France,no,married,33
3898,3036,20974,11,F,2,Italy,no,single,36
3899,11250,22333,12,F,1,Netherlands,no,married,41
3900,11205,21094,3,M,2,Netherlands,no,divorced,43
3901,6526,21080,9,F,2,Netherlands,no,married,39
3902,1731,21086,11,F,1,Belgium,no,divorced,43
3903,22634,20914,11,F,2,Germany,no,married,56
3904,20663,20975,3,F,2,Germany,no,married,52
3905,17445,20677,5,F,2,Belgium,no,married,36
3906,6991,47590B,10,F,2,Germany,no,divorced,35
3907,21958,47599A,3,F,2,Germany,no,married,30
3908,22636,22083,6,F,1,Spain,no,divorced,30
3909,1969,47599B,4,F,2,Belgium,no,married,36
3910,5719,84375,7,F,2,Belgium,no,divorced,38
3911,30609,22780,2,F,2,Spain,no,married,38
3912,3732,85048,3,F,2,Germany,no,divorced,39
3913,13519,22659,1,F,2,Germany,no,married,34
3914,19259,21703,7,F,2,Spain,no,single,35
3915,33216,21790,8,F,1,Germany,no,married,59
3916,19755,21791,10,F,2,France,no,married,32
3917,18801,22616,9,F,1,United Kingdom,no,single,37
3918,18569,22555,11,F,2,United Kingdom,no,single,52
3919,16359,22798,12,F,1,United Kingdom,no,married,29
3920,12348,22806,10,F,2,Germany,no,married,44
3921,35292,22893,8,M,1,Germany,no,married,41
3922,4445,21843,5,F,1,Italy,no,divorced,37
3923,6248,21217,7,F,2,United Kingdom,no,married,46
3924,37575,20914,3,F,2,France,no,single,49
3925,31639,22841,12,F,2,Netherlands,no,divorced,46
3926,4143,22840,10,F,1,Spain,no,single,40
3927,24805,22666,9,F,1,Belgium,no,single,32
3928,12562,22120,10,F,2,Italy,no,married,40
3929,33812,85159A,7,F,2,Germany,no,divorced,28
3930,8698,85064,6,F,1,Spain,no,married,40
3931,13884,21843,6,F,1,France,no,single,32
3932,29527,20750,11,M,1,Germany,no,married,47
3933,12241,35004C,11,F,1,France,no,married,38
3934,28127,21784,4,F,1,United Kingdom,no,single,32
3935,19535,22849,5,F,1,Germany,no,single,34
3936,24065,22848,11,F,1,France,no,married,53
3937,31896,21527,3,F,1,Germany,no,married,36
3938,29754,21844,12,F,2,Belgium,no,married,45
3939,18704,22963,5,F,2,Germany,yes,married,47
3940,6512,22962,9,M,2,Germany,no,divorced,44
3941,26642,22961,1,M,2,Germany,no,divorced,44
3942,34500,22966,7,M,2,Spain,no,married,37
3943,12174,22964,9,F,2,France,no,married,47
3944,22237,22969,12,F,2,Spain,no,divorced,58
3945,28337,21217,4,F,1,France,no,single,28
3946,8775,17090D,3,F,2,Netherlands,no,married,46
3947,2928,17090A,4,M,1,Netherlands,no,married,48
3948,6014,22457,9,F,1,United Kingdom,no,married,41
3949,26729,84879,9,F,2,United Kingdom,no,single,32
3950,12666,72127,1,F,1,United Kingdom,no,married,48
3951,32797,72133,3,F,1,United Kingdom,no,married,49
3952,29482,84763,1,F,1,Germany,no,single,27
3953,17400,85049E,7,F,1,Germany,no,married,55
3954,28386,22077,6,F,2,Spain,no,married,46
3955,881,22075,3,F,1,France,no,married,47
3956,11165,85049A,8,F,2,Spain,no,divorced,42
3957,29871,22940,2,F,2,Spain,no,married,51
3958,20161,22144,2,F,1,United Kingdom,no,married,57
3959,13739,22652,10,F,2,United Kingdom,no,single,32
3960,829,84945,4,F,2,Italy,no,married,54
3961,9947,47504H,5,F,1,Germany,no,married,33
3962,21391,85127,1,F,1,United Kingdom,no,married,50
3963,30134,21472,7,F,1,Netherlands,no,divorced,45
3964,1733,22196,1,F,1,Spain,no,divorced,49
3965,36180,22086,5,F,1,United Kingdom,no,married,47
3966,6978,84692,5,F,1,Spain,no,married,45
3967,39728,84380,1,M,1,Germany,no,married,36
3968,32150,20978,12,F,1,Italy,no,married,38
3969,33440,21833,12,F,2,Germany,no,single,30
3970,18230,22553,2,F,2,Germany,no,married,41
3971,4971,22451,5,F,2,Belgium,no,single,31
3972,29342,22450,1,F,2,Netherlands,no,married,35
3973,38308,10124G,8,M,1,Portugal,no,married,36
3974,11137,84519B,12,F,2,Germany,no,married,51
3975,13451,22941,2,F,1,Netherlands,no,married,41
3976,12503,22349,11,F,1,Germany,no,married,37
3977,12768,21931,1,F,1,United Kingdom,no,married,36
3978,900,22505,1,F,1,United Kingdom,no,single,35
3979,31689,21922,12,F,2,Germany,yes,married,57
3980,31166,21584,11,F,1,Belgium,no,single,28
3981,31105,22312,8,F,2,Italy,no,divorced,54
3982,6382,22822,6,F,2,Spain,no,single,38
3983,34203,22514,5,M,1,Italy,no,divorced,52
3984,17647,22988,3,F,1,Spain,no,married,43
3985,27920,22862,12,F,1,Italy,no,single,30
3986,17325,22973,2,F,1,Italy,no,married,51
3987,6076,22974,12,F,2,Netherlands,no,married,31
3988,11456,22972,12,F,2,Netherlands,yes,married,45
3989,13305,21213,9,F,2,Netherlands,no,married,42
3990,9116,22659,5,M,1,Germany,no,married,37
3991,40429,22768,3,F,1,United Kingdom,no,married,49
3992,9117,21427,3,M,2,Italy,no,married,34
3993,38292,21504,12,F,2,United Kingdom,no,married,50
3994,12101,22292,11,F,1,Germany,no,divorced,47
3995,26145,22558,3,F,1,Spain,no,married,44
3996,39969,22379,8,M,2,United Kingdom,no,married,42
3997,20684,22470,11,F,2,Italy,no,married,31
3998,40827,21211,9,F,2,Netherlands,no,married,52
3999,25119,22469,3,F,1,Netherlands,no,married,56
4000,40909,20978,10,M,1,Belgium,no,married,36
4001,26351,21974,5,F,1,Germany,no,married,45
4002,9322,20914,12,F,2,France,no,married,31
4003,30668,22316,9,F,2,United Kingdom,no,married,39
4004,23739,22553,1,F,1,Germany,no,married,45
4005,33197,22557,9,F,1,France,no,married,46
4006,38307,22652,12,F,2,Spain,no,married,32
4007,18210,22311,11,F,2,United Kingdom,no,single,29
4008,5702,22465,11,F,1,United Kingdom,no,married,41
4009,39911,84755,8,M,1,Italy,no,married,35
4010,20736,22666,12,M,1,France,no,married,29
4011,40900,22045,11,F,2,Netherlands,no,married,34
4012,14608,90175C,5,F,1,France,no,single,31
4013,34621,90180A,8,F,1,Spain,no,single,36
4014,873,90178A,9,M,2,Spain,no,married,41
4015,5634,22746,1,F,2,Germany,no,married,59
4016,27845,22745,5,M,1,United Kingdom,no,married,45
4017,8066,22983,10,M,2,United Kingdom,no,married,31
4018,16308,21914,10,F,2,United Kingdom,no,married,25
4019,12096,22986,2,M,1,United Kingdom,no,married,38
4020,37877,21731,11,F,1,Germany,no,divorced,32
4021,36671,20984,2,F,1,Spain,no,single,33
4022,28442,22436,3,F,2,Germany,no,married,35
4023,9830,21465,2,F,1,United Kingdom,no,married,37
4024,34376,21470,11,F,1,Spain,no,married,47
4025,3102,22622,11,F,1,Germany,no,married,28
4026,7910,16012,9,F,1,United Kingdom,no,married,36
4027,36200,85135B,5,F,1,United Kingdom,no,married,32
4028,26456,22551,12,F,2,Germany,no,single,36
4029,23192,85025C,6,F,1,France,no,married,51
4030,11458,21918,5,F,2,Italy,no,married,32
4031,9435,21851,12,F,1,Germany,no,married,50
4032,26216,21849,6,F,2,Netherlands,no,divorced,48
4033,11327,22729,8,F,2,Netherlands,no,married,32
4034,4235,21889,2,M,1,Spain,yes,married,48
4035,29744,85124B,11,M,1,Germany,no,divorced,52
4036,37627,85124C,1,M,2,Belgium,no,single,30
4037,32346,20828,12,F,1,Netherlands,no,single,36
4038,1257,22554,5,F,2,Italy,no,married,48
4039,25903,22653,4,M,2,France,no,single,25
4040,19030,21830,11,F,2,Spain,no,single,28
4041,26601,21623,9,M,1,Italy,no,single,28
4042,24675,22785,8,F,2,France,no,married,34
4043,19990,22654,3,F,1,Italy,no,married,39
4044,36077,84949,2,M,2,,no,married,42
4045,35582,22800,1,F,1,Netherlands,no,married,57
4046,30534,22898,12,F,1,United Kingdom,no,married,44
4047,8138,47591D,5,M,1,Italy,no,single,28
4048,27112,21156,3,F,1,Germany,no,single,25
4049,7377,22367,11,F,1,Germany,no,single,29
4050,35726,22955,5,F,2,Germany,yes,married,28
4051,37358,22956,11,M,2,Germany,no,divorced,41
4052,37660,21625,12,F,2,United Kingdom,no,married,28
4053,5649,22423,5,F,1,Italy,no,married,32
4054,38986,21843,10,F,2,Netherlands,no,married,49
4055,13945,22839,11,F,2,Italy,no,married,59
4056,27738,22738,8,F,1,United Kingdom,no,married,55
4057,19764,21430,10,F,1,Spain,no,married,43
4058,4848,85184C,2,M,2,United Kingdom,no,married,58
4059,23699,20749,12,M,2,Netherlands,no,married,54
4060,1089,20750,9,F,1,Germany,no,married,25
4061,39402,22077,6,F,1,Italy,no,single,24
4062,23470,22736,6,F,1,Netherlands,no,married,53
4063,26117,22737,3,M,1,Germany,no,married,36
4064,24838,21428,5,M,1,Germany,no,married,49
4065,18499,85177,9,F,2,Spain,no,married,44
4066,19811,22768,2,F,1,Germany,no,married,51
4067,37448,22795,4,F,1,Spain,no,married,37
4068,36769,22914,10,M,1,Belgium,no,married,41
4069,32980,22969,1,M,2,France,no,married,40
4070,26081,21259,8,F,2,Italy,no,married,35
4071,30840,21258,5,F,2,Belgium,no,single,24
4072,26405,84947,11,F,2,France,no,married,34
4073,36853,84946,9,F,1,Netherlands,no,married,30
4074,39580,22169,11,F,2,United Kingdom,no,married,48
4075,16805,22767,12,F,1,Netherlands,no,married,27
4076,39266,21587,12,F,2,Belgium,no,divorced,40
4077,11515,22082,12,F,1,,no,married,40
4078,20137,22604,7,M,2,Spain,no,married,48
4079,8379,16156S,10,F,1,United Kingdom,no,single,35
4080,10090,85049G,6,F,1,Spain,no,married,26
4081,20600,85049C,1,F,1,Netherlands,no,married,33
4082,25057,85049E,12,F,1,Germany,no,single,29
4083,22817,85049F,12,F,2,France,no,married,45
4084,25528,85049A,12,M,2,Netherlands,no,married,35
4085,13060,85049H,1,F,1,United Kingdom,no,married,32
4086,23088,22866,4,F,2,Belgium,no,married,34
4087,6374,22865,1,F,1,France,no,single,33
4088,8785,22834,10,F,2,Italy,no,married,37
4089,25302,22633,8,F,2,Netherlands,no,single,29
4090,10174,22632,12,F,2,Netherlands,no,single,27
4091,41156,84945,6,F,1,United Kingdom,no,divorced,43
4092,4360,22191,7,F,1,France,no,married,47
4093,988,72760B,3,F,2,Italy,no,single,32
4094,31282,22634,4,F,2,United Kingdom,no,divorced,33
4095,14139,22426,11,F,1,Germany,no,married,26
4096,6301,84029G,12,M,1,Germany,no,married,39
4097,36676,20975,12,F,2,France,no,married,38
4098,30065,84029E,10,F,1,United Kingdom,no,married,48
4099,40342,22190,4,F,1,Italy,no,married,42
4100,5154,90082D,11,M,2,France,no,divorced,35
4101,1838,90082A,7,M,2,Italy,no,divorced,42
4102,22418,90082B,12,F,2,Spain,no,single,36
4103,4225,90081A,12,F,1,Netherlands,no,married,28
4104,34462,90204,12,F,1,United Kingdom,no,single,32
4105,31733,90185B,3,F,1,Spain,no,divorced,28
4106,17158,90185C,6,F,1,United Kingdom,no,divorced,41
4107,32747,90195A,2,F,1,Netherlands,no,married,32
4108,27611,90195B,12,F,2,Spain,no,divorced,42
4109,37429,90196A,6,F,1,Netherlands,no,single,29
4110,11770,90199A,12,F,2,Netherlands,yes,married,38
4111,37776,90177C,12,F,1,France,no,single,22
4112,7939,90186A,9,F,1,United Kingdom,no,married,34
4113,32450,22379,9,F,2,Germany,no,married,31
4114,5251,20894,1,M,2,Germany,no,married,52
4115,563,85106,11,M,1,Spain,no,divorced,55
4116,7425,35271S,11,F,2,Netherlands,no,single,24
4117,39554,22480,6,M,1,United Kingdom,no,divorced,46
4118,36256,21415,6,M,1,Spain,no,divorced,31
4119,21867,20679,11,M,2,United Kingdom,no,married,34
4120,20642,21034,12,M,2,United Kingdom,no,married,45
4121,9840,85106,3,F,1,United Kingdom,no,married,45
4122,20978,21415,2,F,1,France,no,divorced,39
4123,15060,22752,2,M,1,France,no,single,29
4124,38283,22441,10,M,1,Spain,no,divorced,44
4125,28378,21710,12,F,1,Italy,no,single,29
4126,10704,22174,4,F,2,United Kingdom,no,married,32
4127,24556,21212,9,F,1,Netherlands,no,single,32
4128,14518,22943,11,F,2,United Kingdom,no,divorced,48
4129,13406,21416,3,F,2,France,no,single,29
4130,32022,22750,11,F,1,United Kingdom,no,married,32
4131,28104,21417,4,F,2,United Kingdom,no,single,38
4132,40451,22371,10,M,1,Germany,no,single,28
4133,30676,22174,8,F,2,Spain,no,married,46
4134,12625,22343,10,M,2,Spain,no,married,46
4135,20676,22474,8,M,2,Germany,no,single,27
4136,20764,20969,11,M,1,United Kingdom,no,married,26
4137,36935,22371,4,F,2,United Kingdom,no,married,33
4138,32920,22472,5,F,2,Italy,no,married,28
4139,26383,15056N,8,F,2,Italy,no,married,52
